time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1778182372495029200,18.468029296875,-0.31168160709367954,-0.0032134156208485365,-0.09903474047357756,0.0054828752763569355,-0.2930712706046003,0.9326224150421188,-0.6552484023110551,left,0.0006312131881713867,-0.2926483829704871,-2.8794433836624025,-8.937299361297487,-0.18578659752081564,0.0006488446379080415,-0.0014480352401733398,2.82911137278527,-0.0011653602123260498
1778182372515029200,18.488029296875,-0.3115443007446508,-0.00446441862732172,-0.0989740726875888,0.007232166826725006,-0.29311745431958297,0.93262266031205,-0.6553090884753979,left,-0.007469534873962402,-0.29259482356731537,-2.8782626494452357,-8.937838875001669,-0.1857448916030204,-0.0006043456960469484,-0.0007753372192382812,2.828608391699195,-0.003050863742828369
1778182372535029200,18.508029296875,-0.31125171921099526,-0.00392236839979887,-0.09882907172959604,0.026164505630731583,-0.2932069724768581,0.9326190269665083,-0.6554385620239902,left,-0.013189554214477539,-0.2925742487573328,-2.8756653264284133,-8.938736116102337,-0.18569896647641732,-0.0052486080676317215,-0.002176344394683838,2.828415207214653,-0.002232581377029419
1778182372555029200,18.528029296875,-0.31078263326701144,-0.006150952540338039,-0.09858730576100452,0.022399378940463066,-0.29331725623399507,0.9326173388870317,-0.6555923533867885,left,-0.005891978740692139,-0.2926263206729191,-2.871426665945351,-8.93994373832643,-0.18566168209449438,-0.007846929132938385,-0.0024943947792053223,2.828904159775376,-0.0008507668972015381
1778182372575029200,18.548029296875,-0.31053033189573626,-0.002878661500290036,-0.09844297760459374,0.005996715277433395,-0.2933990722487733,0.9326054705921752,-0.6557340841140926,left,-0.00012880563735961914,-0.29270678757996604,-2.8691017301291226,-8.940451103326678,-0.1856685943485606,-0.0052951304242014885,-0.0025124847888946533,2.829659654317796,0.0018183588981628418
1778182372595029000,18.568029052734374,-0.31047285241258926,-0.002489981474354863,-0.09840417476565416,-0.004212919622659683,-0.2934277996689424,0.9325980415931021,-0.6557922925925682,left,-0.0013132095336914062,-0.2927460365204581,-2.8685537408575414,-8.940510140037537,-0.18568104469831065,-0.0003584721125662327,-0.0009726881980895996,2.8300281953692434,0.00047132372856140137
1778182372615029000,18.588029052734374,-0.31055389602285643,-0.0034213883336633444,-0.09848020629489032,0.0005059302784502506,-0.2934387175057031,0.9326047611834789,-0.6557859115918981,left,-0.0023905038833618164,-0.29252202021664997,-2.869472024746239,-8.940881311437487,-0.1855897851027983,0.01154434122145176,0.0006255209445953369,2.827924793349206,-0.0014296472072601318
1778182372635029000,18.608029052734373,-0.31046834081722025,-0.005084213335067034,-0.09851415112699362,0.008500197902321815,-0.2934837602763809,0.9326292653648671,-0.6557764994444715,left,-0.0024149417877197266,-0.29208782630593255,-2.8690818563848732,-8.942295269888639,-0.18537744152706254,0.021345987915992737,0.0012676715850830078,2.8238474609076976,-0.0030927956104278564
1778182372655029000,18.628029052734377,-0.3102240899548532,-0.004680396057665348,-0.09847452253481113,0.011875738389790058,-0.2935313548211908,0.9326646050014534,-0.6557432794745683,left,-0.0019643306732177734,-0.29166413619654824,-2.867262532003224,-8.944134175753593,-0.18514543969745625,0.019781822338700294,0.0006689131259918213,2.819868035882711,-0.0024720430374145508
1778182372675029200,18.648029296875,-0.31004247841914234,-0.006353008095175028,-0.09844739874224011,0.00540756294503808,-0.2935959652050772,0.9326847868756097,-0.6557723850258927,left,-0.0002664327621459961,-0.29130547041050336,-2.865946773229539,-8.945617107787728,-0.18495555147557735,0.013934499584138393,-0.0002878904342651367,2.8164991439715026,-0.0014667809009552002
1778182372695029200,18.668029296875,-0.3100394887118928,-0.005848248954862356,-0.09846468875933452,-0.003546446096152067,-0.2936424547516168,0.9326812852584276,-0.6558410020818175,left,-0.004315495491027832,-0.2911565056768355,-2.8660478955164552,-8.94602510406673,-0.18489010093091351,-0.0005475161597132683,-0.00038555264472961426,2.815099798567593,-0.0007034540176391602
1778182372715029200,18.688029296875,-0.3100861567027876,-0.00449572317302227,-0.09845572409528652,-0.007049329578876495,-0.2936989837789726,0.9326525386447179,-0.6559919068688214,left,-0.0026096105575561523,-0.2912563320056292,-2.8663796116888522,-8.945624122050404,-0.18495020894828185,-0.010727174580097198,-0.0019418597221374512,2.816037663939595,-0.0013601481914520264
1778182372735029200,18.708029296875,-0.3102848749903223,-0.001767468173056841,-0.09851861444765157,-0.011259255930781364,-0.29372353635988874,0.9326208776581074,-0.6561072363470112,left,-0.002254009246826172,-0.2913700136018295,-2.8680595275998115,-8.944749092781544,-0.18503726616794464,-0.0045972238294780254,-0.0013415217399597168,2.8171055854320524,-0.0017118752002716064
1778182372755029200,18.728029296875,-0.31056480619588334,-0.004192156717181206,-0.09864688422486989,-0.007818907499313354,-0.2937487018780311,0.9325941137834549,-0.6562081443224805,left,-0.004008948802947998,-0.29132794181038113,-2.8705995674714444,-8.944058772429823,-0.1850640315966617,0.003463683184236288,-0.001566559076309204,2.8167101563736794,-0.003572404384613037
1778182372775029200,18.748029296875,-0.31065171808764297,-0.004475131165236235,-0.09871198747812181,0.0018462631851434708,-0.2937923536921664,0.932587183288261,-0.6562808537549775,left,-0.004495680332183838,-0.2911417588200646,-2.8715371405825016,-8.94430836327672,-0.18499491647487154,0.00752965547144413,-0.002821892499923706,2.8149612668797372,-0.002104431390762329
1778182372795029200,18.768029296875,-0.3105000427813412,0.0003310856409370899,-0.09868699887738124,0.010192441754043102,-0.29383776737307143,0.9326050871404457,-0.656291264639479,left,-0.0038909316062927246,-0.290864004040415,-2.870419242468476,-8.945487928450108,-0.1848456460519612,0.00959148071706295,-0.004847168922424316,2.8123519611641763,0.003852546215057373
1778182372815029200,18.788029296875,-0.3103160365254594,0.009082017466425896,-0.09864365986745185,0.0039612771943211555,-0.2937720673097173,0.932650425456159,-0.6560853675426398,left,-0.00307619571685791,-0.2907245594979265,-2.8688927635535597,-8.946389261204004,-0.184744438565429,0.004177792929112911,-0.004165053367614746,2.8110420476093885,0.004877269268035889
1778182372835029200,18.808029296875,-0.31023427314401875,0.019787121564149857,-0.09863571846987665,-0.000924182590097189,-0.2936378874996726,0.9326999167843051,-0.6557791254882249,left,-0.00270920991897583,-0.2907132397232077,-2.8681708790197966,-8.946654049620031,-0.18471213072736736,0.0005198176950216293,-0.0028465092182159424,2.8109356646254655,0.003276318311691284
1778182372855029000,18.828029052734376,-0.31002207718449143,0.014550715684890747,-0.09855774383371607,-0.00003313977504149079,-0.29343728378244294,0.9327708558564539,-0.6553317363807222,left,-0.004227697849273682,-0.2908343056113666,-2.8661685992866754,-8.946938711780309,-0.1847145120705376,-0.00018317019566893578,-0.00176316499710083,2.812072851961851,-0.0004705488681793213
1778182372875029000,18.848029052734375,-0.3099295467995933,0.009387105703353882,-0.09853971044178729,0.006339567247778177,-0.29332539519687156,0.9328138122664624,-0.6550721241130105,left,-0.003632843494415283,-0.290827473247751,-2.865346761509776,-8.947222204896807,-0.18468500507480018,0.004503522999584675,-0.001118302345275879,2.8120088468149302,-0.001694023609161377
